id,question,choice1,choice2,choice3,choice4,correct_answer_index,explanation
467,"The park ___ we played yesterday was crowded.",where,which,who,when,1,"関係副詞。場所を示すときはwhereを使います。"
468,"I'm considering ___ a new job.",getting,to get,get,got,1,"動名詞。considerの後は動名詞を使います。"
469,"The package was ___ yesterday.",delivered,deliver,delivering,delivers,1,"受動態の過去分詞。deliverの過去分詞はdeliveredです。"
470,"A: How was the test? B: ___",It was difficult.,Yes, it was.,No, it wasn't.,I think so.,1,"テストの感想を聞かれた時の返答。具体的な感想を述べます。"
471,"The man ___ helped us was very kind.",who,which,what,where,1,"関係代名詞。人を先行詞とするときはwhoを使います。"
472,"She decided to ___ her job.",quit,quitting,quitted,quits,1,"不定詞。decide toの後は不定詞を使います。"
473,"The food was ___ by a professional chef.",cooked,cook,cooking,cooks,1,"受動態の過去分詞。cookの過去分詞はcookedです。"
474,"A: What do you want to drink? B: ___",I'd like water, please.,Yes, I do.,No, I don't.,That's nice.,1,"飲み物の希望を聞かれた時の返答。丁寧に答えます。"
475,"The day ___ I was born was sunny.",when,where,which,who,1,"関係副詞。時を表すときはwhenを使います。"
476,"He's interested in ___ photography.",learning,to learn,learn,learned,1,"動名詞。be interested inの後は動名詞を使います。"
477,"The picture was ___ by Sakamoto.",taken,take,taking,takes,1,"受動態の過去分詞。takeの過去分詞はtakenです。"
478,"A: Are you coming to the party? B: ___",Yes, I'll be there.,Yes, I do.,No, I don't.,I think so.,1,"参加の意思を聞かれた時の返答。「はい、行きます」が適切です。"
479,"The house ___ they live in is beautiful.",that,what,who,where,1,"関係代名詞。物を先行詞とするときはthatを使います。"
480,"I started ___ Japanese last year.",studying,to study,study,studied,1,"動名詞。startの後は動名詞を使います。"
481,"The car was ___ in the garage.",repaired,repair,repairing,repairs,1,"受動態の過去分詞。repairの過去分詞はrepairedです。"
482,"A: How's the weather today? B: ___",It's sunny and warm.,Yes, it is.,No, it isn't.,I think so.,1,"天気を聞かれた時の返答。具体的な天気を述べます。"
483,"The place ___ we had lunch was crowded.",where,which,who,when,1,"関係副詞。場所を示すときはwhereを使います。"
484,"She promised to ___ me tomorrow.",call,calling,called,calls,1,"不定詞。promise toの後は不定詞を使います。"
485,"The message was ___ clearly.",understood,understand,understanding,understands,1,"受動態の過去分詞。understandの過去分詞はunderstoodです。"
486,"A: Can you help me with this? B: ___",Of course, I can.,Yes, I do.,No, I don't.,That's nice.,1,"手伝いを求められた時の返答。「もちろん、できます」が適切です。"
487,"The student ___ asked the question is smart.",who,which,what,where,1,"関係代名詞。人を先行詞とするときはwhoを使います。"
488,"I'm good at ___ math problems.",solving,to solve,solve,solved,1,"動名詞。be good atの後は動名詞を使います。"
489,"The book was ___ into many languages.",translated,translate,translating,translates,1,"受動態の過去分詞。translateの過去分詞はtranslatedです。"
490,"A: What's your plan for tomorrow? B: ___",I'm going shopping.,Yes, I do.,No, I don't.,That's right.,1,"予定を聞かれた時の返答。具体的な予定を述べます。"
491,"The time ___ the train arrives is 3 PM.",when,where,which,who,1,"関係副詞。時を表すときはwhenを使います。"
492,"She likes ___ to music while studying.",listening,to listen,listen,listened,1,"動名詞。likeの後は動名詞または不定詞、ここでは動名詞が自然です。"
493,"The homework was ___ by all students.",finished,finish,finishing,finishes,1,"受動態の過去分詞。finishの過去分詞はfinishedです。"
494,"A: Do you have any plans tonight? B: ___",Not really.,Yes, I do.,No, I don't.,I think so.,1,"予定があるかを聞かれた時の返答。「特にありません」が自然です。"
495,"The girl ___ is dancing is very talented.",who,which,what,where,1,"関係代名詞。人を先行詞とするときはwhoを使います。"
496,"He's thinking about ___ a new car.",buying,to buy,buy,bought,1,"動名詞。think aboutの後は動名詞を使います。"
497,"The mistake was ___ immediately.",corrected,correct,correcting,corrects,1,"受動態の過去分詞。correctの過去分詞はcorrectedです。"
498,"A: How do you like your new job? B: ___",I really enjoy it.,Yes, I do.,No, I don't.,That's nice.,1,"新しい仕事について聞かれた時の返答。具体的な感想を述べます。"
499,"The reason ___ he's happy is his promotion.",why,where,which,who,1,"関係副詞。理由を示すときはwhyを使います。"
500,"She stopped ___ when she saw Sakamoto.",talking,to talk,talk,talked,1,"動名詞。stop + 動名詞は「～することをやめる」という意味です。"
501,"The news was ___ on television.",broadcast,broadcast,broadcasting,broadcasts,1,"受動態の過去分詞。broadcastの過去分詞はbroadcastです。"
502,"A: Would you like to join us? B: ___",I'd love to!,Yes, I do.,No, I don't.,I think so.,1,"誘いへの返答。「ぜひ参加したいです」が適切です。"
503,"The shop ___ sells fresh bread is popular.",that,what,who,where,1,"関係代名詞。物（店）を先行詞とするときはthatを使います。"
504,"I want to ___ English fluently.",speak,speaking,spoke,spoken,1,"不定詞。want toの後は不定詞を使います。"
505,"The problem was ___ by teamwork.",solved,solve,solving,solves,1,"受動態の過去分詞。solveの過去分詞はsolvedです。"
506,"A: Are you feeling better? B: ___",Yes, much better.,Yes, I do.,No, I don't.,I think so.,1,"体調を心配された時の返答。「はい、だいぶ良いです」が適切です。"
507,"The way ___ she explains things is clear.",how,where,which,who,1,"関係副詞。方法を示すときはhowを使います。"
508,"He enjoys ___ early in the morning.",jogging,to jog,jog,jogged,1,"動名詞。enjoyの後は動名詞を使います。"
509,"The letter was ___ last week.",written,write,writing,writes,1,"受動態の過去分詞。writeの過去分詞はwrittenです。"
510,"A: What's the matter? B: ___",I lost my wallet.,Yes, it is.,No, it isn't.,That's right.,1,"何が問題かを聞かれた時の返答。具体的な問題を述べます。"
511,"The person ___ called you is waiting outside.",who,which,what,where,1,"関係代名詞。人を先行詞とするときはwhoを使います。"
512,"She's planning to ___ her parents next month.",visit,visiting,visited,visits,1,"不定詞。plan toの後は不定詞を使います。"
513,"The cake was ___ for the birthday party.",baked,bake,baking,bakes,1,"受動態の過去分詞。bakeの過去分詞はbakedです。"
514,"A: How was your vacation? B: ___",It was amazing!,Yes, it was.,No, it wasn't.,I think so.,1,"休暇について聞かれた時の返答。具体的な感想を述べます。"
515,"The place ___ we met is special to me.",where,which,who,when,1,"関係副詞。場所を示すときはwhereを使います。"
516,"I'm excited about ___ to the concert.",going,to go,go,went,1,"動名詞。be excited aboutの後は動名詞を使います。"
517,"The window was ___ by accident.",broken,break,breaking,breaks,1,"受動態の過去分詞。breakの過去分詞はbrokenです。"
518,"A: Could you lend me some money? B: ___",Sure, how much?,Yes, I do.,No, I don't.,That's nice.,1,"お金を貸してほしいと頼まれた時の返答。「いくら？」と聞き返すのが自然です。"
519,"The movie ___ we watched was interesting.",that,what,who,where,1,"関係代名詞。物を先行詞とするときはthatを使います。"
520,"She decided to ___ painting as a hobby.",take up,taking up,took up,takes up,1,"不定詞。decide toの後は不定詞を使います。"
521,"The meal was ___ by everyone.",enjoyed,enjoy,enjoying,enjoys,1,"受動態の過去分詞。enjoyの過去分詞はenjoyedです。"
522,"A: What do you think of this idea? B: ___",I think it's excellent.,Yes, I do.,No, I don't.,That's right.,1,"アイデアについて意見を求められた時の返答。具体的な評価を述べます。"
523,"The day ___ school starts is Monday.",when,where,which,who,1,"関係副詞。時を表すときはwhenを使います。"
524,"He's afraid of ___ in public.",speaking,to speak,speak,spoke,1,"動名詞。be afraid ofの後は動名詞を使います。"
525,"The report was ___ to the manager.",submitted,submit,submitting,submits,1,"受動態の過去分詞。submitの過去分詞はsubmittedです。"
526,"A: Are you ready to go? B: ___",Yes, let's go!,Yes, I do.,No, I don't.,I think so.,1,"出発の準備ができているかを聞かれた時の返答。「はい、行きましょう」が適切です。"
527,"The teacher ___ taught us was very patient.",who,which,what,where,1,"関係代名詞。人を先行詞とするときはwhoを使います。"
528,"I'm looking forward to ___ my friends.",meeting,to meet,meet,met,1,"動名詞。look forward toの後は動名詞を使います。"
529,"The package was ___ this afternoon.",delivered,deliver,delivering,delivers,1,"受動態の過去分詞。deliverの過去分詞はdeliveredです。"
530,"A: How do you feel about the new rule? B: ___",I don't like it.,Yes, I do.,No, I don't.,That's nice.,1,"新しいルールについて感想を聞かれた時の返答。具体的な意見を述べます。"
531,"The book ___ she recommended is very good.",that,what,who,where,1,"関係代名詞。物を先行詞とするときはthatを使います。"
532,"She hopes to ___ a doctor someday.",become,becoming,became,becomes,1,"不定詞。hope toの後は不定詞を使います。"
533,"The door was ___ all night.",locked,lock,locking,locks,1,"受動態の過去分詞。lockの過去分詞はlockedです。"
534,"A: Would you like some coffee? B: ___",Yes, that would be nice.,Yes, I do.,No, I don't.,I think so.,1,"コーヒーを勧められた時の返答。「はい、それは良いですね」が丁寧です。"
535,"The way ___ he dances is impressive.",how,where,which,who,1,"関係副詞。方法を示すときはhowを使います。"
536,"I prefer ___ tea to coffee.",drinking,to drink,drink,drank,1,"動名詞。preferの後は動名詞を使います。"
537,"The car was ___ last week.",stolen,steal,stealing,steals,1,"受動態の過去分詞。stealの過去分詞はstolenです。"
538,"A: What's your favorite subject? B: ___",I like math best.,Yes, I do.,No, I don't.,That's right.,1,"好きな科目を聞かれた時の返答。具体的な科目を答えます。"
539,"The girl ___ is reading is my sister.",who,which,what,where,1,"関係代名詞。人を先行詞とするときはwhoを使います。"
540,"He's thinking about ___ his hair.",cutting,to cut,cut,cuts,1,"動名詞。think aboutの後は動名詞を使います。"
541,"The message was ___ immediately.",sent,send,sending,sends,1,"受動態の過去分詞。sendの過去分詞はsentです。"
542,"A: How about this restaurant? B: ___",It looks great!,Yes, it is.,No, it isn't.,I think so.,1,"レストランについて意見を求められた時の返答。「良さそうですね」が適切です。"
543,"The time ___ we finish work is 5 PM.",when,where,which,who,1,"関係副詞。時を表すときはwhenを使います。"
544,"She enjoys ___ novels in her free time.",reading,to read,read,reads,1,"動名詞。enjoyの後は動名詞を使います。"
545,"The homework was ___ on time.",completed,complete,completing,completes,1,"受動態の過去分詞。completeの過去分詞はcompletedです。"
546,"A: Are you free this weekend? B: ___",Yes, I have no plans.,Yes, I do.,No, I don't.,That's nice.,1,"週末の予定を聞かれた時の返答。「はい、予定がありません」が適切です。"
547,"The man ___ fixed our computer is skilled.",who,which,what,where,1,"関係代名詞。人を先行詞とするときはwhoを使います。"
548,"I want to ___ my English skills.",improve,improving,improved,improves,1,"不定詞。want toの後は不定詞を使います。"
549,"The cake was ___ by my grandmother.",made,make,making,makes,1,"受動態の過去分詞。makeの過去分詞はmadeです。"
550,"A: What's wrong? B: ___",I have a headache.,Yes, I do.,No, I don't.,That's right.,1,"どうしたのかを聞かれた時の返答。具体的な問題を述べます。"
551,"The shop ___ sells ice cream is closed.",that,what,who,where,1,"関係代名詞。物（店）を先行詞とするときはthatを使います。"
552,"She's considering ___ to another city.",moving,to move,move,moved,1,"動名詞。considerの後は動名詞を使います。"
553,"The email was ___ yesterday evening.",received,receive,receiving,receives,1,"受動態の過去分詞。receiveの過去分詞はreceivedです。"
554,"A: How's your new apartment? B: ___",It's very comfortable.,Yes, it is.,No, it isn't.,I think so.,1,"新しいアパートについて聞かれた時の返答。具体的な感想を述べます。"
555,"The reason ___ she's studying hard is the exam.",why,where,which,who,1,"関係副詞。理由を示すときはwhyを使います。"
556,"He's good at ___ people laugh.",making,to make,make,made,1,"動名詞。be good atの後は動名詞を使います。"
557,"The picture was ___ by a famous artist.",painted,paint,painting,paints,1,"受動態の過去分詞。paintの過去分詞はpaintedです。"
558,"A: Shall we take a break? B: ___",That's a good idea.,Yes, we do.,No, we don't.,I think so.,1,"休憩の提案への返答。「それは良いアイデアです」が適切です。"
559,"The place ___ they work is downtown.",where,which,who,when,1,"関係副詞。場所を示すときはwhereを使います。"
560,"I started ___ guitar last month.",learning,to learn,learn,learned,1,"動名詞。startの後は動名詞を使います。"
561,"The bridge was ___ in 1995.",built,build,building,builds,1,"受動態の過去分詞。buildの過去分詞はbuiltです。"
562,"A: What do you want for lunch? B: ___",I'd like a sandwich.,Yes, I do.,No, I don't.,That's nice.,1,"昼食の希望を聞かれた時の返答。具体的な食べ物を答えます。"
563,"The student ___ answered correctly is clever.",who,which,what,where,1,"関係代名詞。人を先行詞とするときはwhoを使います。"
564,"She decided to ___ the invitation.",accept,accepting,accepted,accepts,1,"不定詞。decide toの後は不定詞を使います。"
565,"The song was ___ beautifully.",sung,sing,singing,sings,1,"受動態の過去分詞。singの過去分詞はsungです。"
566,"A: How was the weather yesterday? B: ___",It was rainy all day.,Yes, it was.,No, it wasn't.,I think so.,1,"昨日の天気について聞かれた時の返答。具体的な天気を述べます。"
567,"The day ___ I graduate is coming soon.",when,where,which,who,1,"関係副詞。時を表すときはwhenを使います。"
568,"I'm tired of ___ the same route every day.",taking,to take,take,took,1,"動名詞。be tired ofの後は動名詞を使います。"
569,"The computer was ___ this morning.",repaired,repair,repairing,repairs,1,"受動態の過去分詞。repairの過去分詞はrepairedです。"
570,"A: Can you come to my party? B: ___",I'd love to come!,Yes, I do.,No, I don't.,That's nice.,1,"パーティーの招待への返答。「ぜひ行きたいです」が適切です。"
571,"The house ___ we visited was beautiful.",that,what,who,where,1,"関係代名詞。物を先行詞とするときはthatを使います。"
572,"He's planning to ___ a new business.",start,starting,started,starts,1,"不定詞。plan toの後は不定詞を使います。"
573,"The letter was ___ by hand.",written,write,writing,writes,1,"受動態の過去分詞。writeの過去分詞はwrittenです。"
574,"A: What time do you usually wake up? B: ___",I wake up at 7 AM.,Yes, I do.,No, I don't.,That's right.,1,"起床時間を聞かれた時の返答。具体的な時間を答えます。"
575,"The way ___ she solves problems is smart.",how,where,which,who,1,"関係副詞。方法を示すときはhowを使います。"
576,"She's interested in ___ about different cultures.",learning,to learn,learn,learned,1,"動名詞。be interested inの後は動名詞を使います。"
577,"The food was ___ quickly.",prepared,prepare,preparing,prepares,1,"受動態の過去分詞。prepareの過去分詞はpreparedです。"
578,"A: Do you have any questions? B: ___",Yes, I have one.,Yes, I do.,No, I don't.,That's right.,1,"質問があるかを聞かれた時の返答。「はい、一つあります」が適切です。"
579,"The person ___ helped me was very kind.",who,which,what,where,1,"関係代名詞。人を先行詞とするときはwhoを使います。"
580,"I'm thinking about ___ a new hobby.",starting,to start,start,started,1,"動名詞。think aboutの後は動名詞を使います。"
581,"The window was ___ by the storm.",damaged,damage,damaging,damages,1,"受動態の過去分詞。damageの過去分詞はdamagedです。"
582,"A: How do you like this music? B: ___",It's really nice.,Yes, I do.,No, I don't.,That's right.,1,"音楽について意見を求められた時の返答。具体的な感想を述べます。"
583,"The time ___ the movie starts is 8 PM.",when,where,which,who,1,"関係副詞。時を表すときはwhenを使います。"
584,"He enjoys ___ with his friends on weekends.",playing,to play,play,played,1,"動名詞。enjoyの後は動名詞を使います。"
585,"The project was ___ successfully.",completed,complete,completing,completes,1,"受動態の過去分詞。completeの過去分詞はcompletedです。"
586,"A: Are you coming with us? B: ___",Yes, I'll join you.,Yes, I do.,No, I don't.,I think so.,1,"一緒に来るかを聞かれた時の返答。「はい、一緒に行きます」が適切です。"
587,"The girl ___ is playing piano is talented.",who,which,what,where,1,"関係代名詞。人を先行詞とするときはwhoを使います。"
588,"She wants to ___ her Japanese.",improve,improving,improved,improves,1,"不定詞。want toの後は不定詞を使います。"
589,"The cake was ___ for the celebration.",ordered,order,ordering,orders,1,"受動態の過去分詞。orderの過去分詞はorderedです。"
590,"A: What's your opinion about this? B: ___",I think it's interesting.,Yes, I do.,No, I don't.,That's nice.,1,"意見を求められた時の返答。具体的な意見を述べます。"
591,"The place ___ we had dinner was expensive.",where,which,who,when,1,"関係副詞。場所を示すときはwhereを使います。"
592,"I'm excited about ___ my family next week.",visiting,to visit,visit,visited,1,"動名詞。be excited aboutの後は動名詞を使います。"
593,"The book was ___ into a movie.",adapted,adapt,adapting,adapts,1,"受動態の過去分詞。adaptの過去分詞はadaptedです。"
594,"A: Would you like to try this? B: ___",Sure, I'd like to.,Yes, I do.,No, I don't.,That's right.,1,"何かを試してみるかを聞かれた時の返答。「はい、試してみたいです」が適切です。"
595,"The reason ___ he's smiling is good news.",why,where,which,who,1,"関係副詞。理由を示すときはwhyを使います。"
596,"She's good at ___ problems quickly.",solving,to solve,solve,solved,1,"動名詞。be good atの後は動名詞を使います。"
597,"The message was ___ to everyone.",sent,send,sending,sends,1,"受動態の過去分詞。sendの過去分詞はsentです。"
598,"A: How's your day going? B: ___",It's going well, thanks.,Yes, it is.,No, it isn't.,I think so.,1,"一日の調子を聞かれた時の返答。「順調です、ありがとう」が適切です。"
599,"The man ___ is cooking is a professional chef.",who,which,what,where,1,"関係代名詞。人を先行詞とするときはwhoを使います。"
600,"I'm looking forward to ___ from you soon.",hearing,to hear,hear,heard,1,"動名詞。look forward toの後は動名詞を使います。"601,"After Sakamoto completed his final mission, he realized that he ___ the peaceful life he had always wanted.",had achieved,has achieved,was achieving,will achieve,1,"過去完了。坂本は最終任務を完了した後、ずっと望んでいた平穏な生活を手に入れたことを実感しました。"
602,"Since moving to the suburbs, Sakamoto ___ how to grow vegetables in his garden.",has learned,had learned,was learning,will learn,1,"現在完了（継続・経験）。郊外に引っ越してから、坂本は庭で野菜を育てる方法を学んできました。"
603,"Shin told me that he ___ Sakamoto for over ten years before discovering his secret.",had known,has known,was knowing,will know,1,"過去完了。シンは坂本の秘密を知る前に10年以上彼を知っていたと言いました。"
604,"If Sakamoto hadn't retired, he ___ still working as an assassin today.",would be,will be,is,was,1,"仮定法過去。もし坂本が引退していなかったら、今日もまだ殺し屋として働いているでしょう。"
605,"The convenience store ___ by Sakamoto has become very popular in the neighborhood.",managed,managing,to manage,manage,1,"過去分詞による後置修飾。坂本によって経営されているコンビニは近所でとても人気になりました。"
606,"Lu ___ in China before she came to Japan to work with Sakamoto.",had lived,has lived,was living,will live,1,"過去完了。ルーは坂本と働くために日本に来る前に中国に住んでいました。"
607,"Aoi said that she ___ Sakamoto's true identity if she hadn't seen him fight.",would never discover,will never discover,never discovered,had never discovered,1,"仮定法過去。葵は坂本が戦うのを見ていなかったら、彼の正体を決して発見しなかっただろうと言いました。"
608,"The training program ___ by Nagumo is considered one of the most difficult in the country.",developed,developing,to develop,develop,1,"過去分詞による後置修飾。南雲によって開発された訓練プログラムは国内で最も困難なものの一つと考えられています。"
609,"By the time the police arrived, the assassins ___ already escaped from the building.",had,have,were,will,1,"過去完了。警察が到着した時には、殺し屋たちはすでに建物から逃げていました。"
610,"Sakamoto wishes he ___ told Aoi about his past sooner.",had,has,was,will,1,"仮定法過去完了（wish）。坂本は葵にもっと早く自分の過去について話していればよかったと思っています。"
611,"The secret organization ___ Sakamoto used to work for has been disbanded.",that,what,where,when,1,"関係代名詞that。坂本が以前働いていた秘密組織は解散されました。"
612,"If I ___ known about Sakamoto's identity earlier, I would have been more careful.",had,have,was,will,1,"仮定法過去完了。もし坂本の正体をもっと早く知っていたら、より注意深くしていたでしょう。"
613,"The weapon ___ in the convenience store turned out to be fake.",found,finding,to find,find,1,"過去分詞による後置修飾。コンビニで見つかった武器は偽物だとわかりました。"
614,"Sakamoto told me that he ___ retire completely and live a normal life.",wanted to,wants to,want to,wanting to,1,"不定詞（名詞的用法）。坂本は完全に引退して普通の生活を送りたいと私に言いました。"
615,"The customers ___ shop at Sakamoto's store don't know about his past.",who,which,where,when,1,"関係代名詞who。坂本の店で買い物をする客たちは彼の過去について知りません。"
616,"Having ___ his final mission, Sakamoto felt a great sense of relief.",completed,complete,completing,to complete,1,"完了分詞構文。最後の任務を完了して、坂本は大きな安堵感を感じました。"
617,"The letter ___ by an unknown sender contained important information about the organization.",written,writing,to write,write,1,"過去分詞による後置修飾。差出人不明の手紙には組織に関する重要な情報が書かれていました。"
618,"Shin mentioned that he ___ Sakamoto's fighting skills during their school days.",had admired,has admired,was admiring,will admire,1,"過去完了。シンは学生時代に坂本の戦闘技術を尊敬していたと述べました。"
619,"If the enemies ___ found Sakamoto's location, his family would be in danger.",had,have,were,will,1,"仮定法過去。もし敵が坂本の居場所を見つけていたら、彼の家族は危険にさらされるでしょう。"
620,"The photographs ___ in Sakamoto's old apartment revealed his previous life.",discovered,discovering,to discover,discover,1,"過去分詞による後置修飾。坂本の古いアパートで発見された写真は彼の以前の生活を明らかにしました。"
621,"Aoi said she ___ worried about her husband's mysterious behavior lately.",had been,has been,was being,will be,1,"過去完了進行形。葵は最近夫の謎めいた行動を心配していたと言いました。"
622,"The building ___ the organization used as headquarters has been demolished.",which,what,where,when,1,"関係代名詞which。組織が本部として使っていた建物は取り壊されました。"
623,"By working at the convenience store, Sakamoto ___ many valuable life skills.",has acquired,had acquired,was acquiring,will acquire,1,"現在完了（結果）。コンビニで働くことで、坂本は多くの貴重な人生スキルを身につけました。"
624,"The technique ___ by Master Nagumo requires years of practice to master.",taught,teaching,to teach,teach,1,"過去分詞による後置修飾。南雲師匠によって教えられた技術は習得するのに何年もの練習が必要です。"
625,"If Sakamoto ___ more careful, he wouldn't have revealed his identity accidentally.",had been,has been,was being,will be,1,"仮定法過去完了。もし坂本がもっと注意深くしていたら、うっかり正体を明かすことはなかったでしょう。"
626,"The training session ___ yesterday was more intense than usual.",held,holding,to hold,hold,1,"過去分詞による後置修飾。昨日開催された訓練セッションはいつもより激しいものでした。"
627,"Lu explained that she ___ martial arts since she was a child.",had practiced,has practiced,was practicing,will practice,1,"過去完了（継続）。ルーは子供の頃から武術を練習していたと説明しました。"
628,"The message ___ on Sakamoto's phone was from his former colleague.",received,receiving,to receive,receive,1,"過去分詞による後置修飾。坂本の電話に届いたメッセージは元同僚からのものでした。"
629,"Sakamoto regrets that he ___ his wife about his dangerous past sooner.",didn't tell,doesn't tell,hasn't told,won't tell,1,"過去形（後悔の表現）。坂本は妻に危険な過去についてもっと早く話さなかったことを後悔しています。"
630,"The plan ___ by the team was executed perfectly without any problems.",devised,devising,to devise,devise,1,"過去分詞による後置修飾。チームによって考案された計画は何の問題もなく完璧に実行されました。"
631,"Having ___ his identity secret for so long, Sakamoto found it difficult to be honest.",kept,keep,keeping,to keep,1,"完了分詞構文。長い間正体を秘密にしてきたので、坂本は正直になることが困難だと感じました。"
632,"The documents ___ in the safe contained evidence of the organization's crimes.",stored,storing,to store,store,1,"過去分詞による後置修飾。金庫に保管されていた文書には組織の犯罪の証拠が含まれていました。"
633,"If Shin ___ about Sakamoto's past, he would have acted differently.",had known,has known,was knowing,will know,1,"仮定法過去完了。もしシンが坂本の過去について知っていたら、違った行動をとっていたでしょう。"
634,"The customers ___ visit the store regularly have become like family to Sakamoto.",who,which,where,when,1,"関係代名詞who。定期的に店を訪れる客たちは坂本にとって家族のような存在になりました。"
635,"Aoi told me that she ___ suspicious about her husband's behavior for months.",had been,has been,was being,will be,1,"過去完了進行形。葵は何ヶ月も夫の行動を怪しく思っていたと私に言いました。"
636,"The weapon ___ behind the counter was just a toy replica.",hidden,hiding,to hide,hide,1,"過去分詞による後置修飾。カウンターの後ろに隠されていた武器はただのおもちゃのレプリカでした。"
637,"By the time Sakamoto decided to retire, he ___ completed over a hundred missions.",had,have,was,will,1,"過去完了。坂本が引退を決意した時には、彼は100以上の任務を完了していました。"
638,"The information ___ to the police helped them solve several cold cases.",provided,providing,to provide,provide,1,"過去分詞による後置修飾。警察に提供された情報は彼らがいくつかの未解決事件を解決するのに役立ちました。"
639,"Sakamoto wishes he ___ chosen a different career from the beginning.",had,has,was,will,1,"仮定法過去完了（wish）。坂本は最初から違う職業を選んでいればよかったと思っています。"
640,"The meeting ___ last week was about dismantling the remaining criminal networks.",held,holding,to hold,hold,1,"過去分詞による後置修飾。先週開催された会議は残りの犯罪ネットワークの解体についてでした。"
641,"Having ___ many dangerous situations, Sakamoto has become very cautious.",experienced,experience,experiencing,to experience,1,"完了分詞構文。多くの危険な状況を経験してきたので、坂本はとても慎重になりました。"
642,"The evidence ___ by investigators proved the organization's illegal activities.",collected,collecting,to collect,collect,1,"過去分詞による後置修飾。捜査官によって収集された証拠は組織の違法活動を証明しました。"
643,"If the authorities ___ acted sooner, many crimes could have been prevented.",had,have,were,will,1,"仮定法過去完了。もし当局がもっと早く行動していたら、多くの犯罪を防げたでしょう。"
644,"The skills ___ during his assassin days now help Sakamoto in his daily life.",learned,learning,to learn,learn,1,"過去分詞による後置修飾。殺し屋時代に学んだスキルは今、坂本の日常生活に役立っています。"
645,"Lu mentioned that she ___ homesick since moving to Japan.",had felt,has felt,was feeling,will feel,1,"現在完了（継続）。ルーは日本に来てからホームシックを感じていると言いました。"
646,"The strategy ___ by Nagumo was both brilliant and dangerous.",proposed,proposing,to propose,propose,1,"過去分詞による後置修飾。南雲によって提案された戦略は素晴らしくも危険でもありました。"
647,"Sakamoto realized that he ___ happiness in simple things like running a store.",could find,can find,will find,finds,1,"助動詞could（可能性）。坂本は店を経営するような単純なことに幸せを見つけられることに気づきました。"
648,"The neighborhood ___ Sakamoto moved to is known for its peaceful atmosphere.",where,which,what,when,1,"関係副詞where。坂本が引っ越した近所は平穏な雰囲気で知られています。"
649,"If the organization ___ still active, Sakamoto's retirement would be impossible.",were,was,is,will be,1,"仮定法過去。もし組織がまだ活動していたら、坂本の引退は不可能でしょう。"
650,"The decision ___ by Sakamoto to leave his old life has brought him true peace.",made,making,to make,make,1,"過去分詞による後置修飾。古い生活を捨てるという坂本の決断は彼に真の平和をもたらしました。"
651,"Read the following passage: 'Sakamoto opened his convenience store at 6 AM every morning. He enjoyed greeting his regular customers and helping them find what they needed. The store became a meeting place for the neighborhood.' What time does Sakamoto open his store?",5 AM,6 AM,7 AM,8 AM,2,"読解問題。文章中に「6 AM every morning」と明記されています。"
652,"According to the passage, Sakamoto's store became a ___ for the neighborhood.",shopping center,meeting place,training ground,hiding spot,2,"読解問題。文章の最後に「meeting place for the neighborhood」と記載されています。"
653,"Read this text: 'Lu practices martial arts every evening in the park. She has been training for five years and hopes to teach others someday.' How long has Lu been training?",three years,four years,five years,six years,3,"読解問題。「training for five years」と明記されています。"
654,"Based on the passage about Lu, what is her future goal?",to compete professionally,to teach others,to open a dojo,to travel abroad,2,"読解問題。「hopes to teach others someday」が彼女の目標です。"
655,"Read the following: 'Shin discovered Sakamoto's secret by accident. He was visiting the store late one evening when he saw Sakamoto demonstrate incredible fighting skills to stop a robbery.' How did Shin learn about Sakamoto?",Sakamoto told him,He read about it,By accident,Someone else told him,3,"読解問題。「by accident」と文章の冒頭に明記されています。"
656,"According to the text about Shin, when did he visit the store?",early morning,late evening,afternoon,midnight,2,"読解問題。「late one evening」と記載されています。"
657,"Read this passage: 'Aoi noticed that her husband had been acting strangely. He would wake up early, exercise intensely, and sometimes receive mysterious phone calls.' What did Aoi notice about Sakamoto?",He was sleeping more,He was acting strangely,He was working less,He was eating differently,2,"読解問題。「acting strangely」と文章の冒頭に記載されています。"
658,"Based on the passage, what would Sakamoto do in the early morning?",read newspapers,exercise intensely,cook breakfast,watch television,2,"読解問題。「wake up early, exercise intensely」と記載されています。"
659,"Read the following: 'The JAA organization was known for training elite assassins. Members underwent years of rigorous training and followed a strict code of conduct.' What was the JAA known for?",training doctors,training teachers,training assassins,training athletes,3,"読解問題。「training elite assassins」と明記されています。"
660,"According to the text, how long did JAA training take?",months,years,weeks,decades,2,"読解問題。「years of rigorous training」と記載されています。"
661,"Read this passage: 'Nagumo was considered the most skilled fighter in the organization. His techniques were legendary, and many younger assassins looked up to him as a mentor.' How was Nagumo regarded?",as a beginner,as the most skilled,as retired,as dangerous,2,"読解問題。「most skilled fighter」と明記されています。"
662,"Based on the text, what did younger assassins think of Nagumo?",They feared him,They avoided him,They looked up to him,They competed with him,3,"読解問題。「looked up to him as a mentor」と記載されています。"
663,"Read the following: 'The convenience store's security camera captured everything that happened during the robbery attempt. The footage showed Sakamoto's incredible reflexes and fighting ability.' What did the security camera capture?",a normal day,the robbery attempt,customers shopping,Sakamoto sleeping,2,"読解問題。「everything that happened during the robbery attempt」と記載されています。"
